Date,ONI,cocoa_price,coffee_price,gold_price,soybean_price,wheat_price,natural_gas_price,us_interest_rate,usd_index
2021-06-30,-0.31,2360.0,159.35000610351562,1770.800048828125,1450.0,671.5,3.6500000953674316,0.03999999910593033,92.44000244140625
2021-07-31,-0.35,2366.0,179.5500030517578,1812.5999755859375,1414.75,703.75,3.9140000343322754,0.03999999910593033,92.16999816894531
2021-09-30,-0.64,2652.0,194.0,1755.300048828125,1256.0,725.5,5.867000102996826,0.02800000086426735,94.25
2021-10-31,-0.77,2544.0,203.9499969482422,1783.0,1235.75,772.75,5.426000118255615,0.04800000041723251,94.12000274658203
2021-11-30,-0.91,2314.0,233.25,1773.5999755859375,1217.25,773.75,4.566999912261963,0.04800000041723251,95.98999786376953
2021-12-31,-0.83,2520.0,226.10000610351562,1827.5,1328.75,770.75,3.7300000190734863,0.032999999821186066,95.66999816894531
2022-01-31,-0.76,2528.0,235.10000610351562,1795.0,1490.5,761.25,4.874000072479248,0.17299999296665192,96.54000091552734
2022-02-28,-0.68,2491.0,234.25,1899.4000244140625,1644.25,928.0,4.4019999504089355,0.2879999876022339,96.70999908447266
2022-03-31,-0.77,2650.0,226.39999389648438,1949.199951171875,1618.25,1006.0,5.642000198364258,0.49300000071525574,98.30999755859375
2022-04-30,-0.86,2597.0,222.5500030517578,1909.300048828125,1708.25,1043.75,7.24399995803833,0.8080000281333923,102.95999908447266
2022-06-30,-0.73,2291.0,233.60000610351562,1804.0999755859375,1675.0,868.75,5.423999786376953,1.600000023841858,104.69000244140625
2022-07-31,-0.7,2323.0,217.1999969482422,1762.9000244140625,1637.0,807.75,8.229000091552734,2.2980000972747803,105.9000015258789
2022-08-31,-0.78,2427.0,239.10000610351562,1712.800048828125,1507.5,809.0,9.126999855041504,2.859999895095825,108.69999694824219
2022-09-30,-0.87,2354.0,221.5500030517578,1662.4000244140625,1364.75,921.5,6.765999794006348,3.180000066757202,112.12000274658203
2022-10-31,-0.89,2335.0,177.6999969482422,1635.9000244140625,1407.0,882.25,6.355000019073486,3.9749999046325684,111.52999877929688
2022-11-30,-0.82,2451.0,167.6999969482422,1746.0,1469.5,771.5,6.929999828338623,4.252999782562256,105.94999694824219
2022-12-31,-0.7,2600.0,167.3000030517578,1819.699951171875,1519.25,792.0,4.474999904632568,4.260000228881836,103.5199966430664
2023-02-28,-0.33,2748.0,190.39999389648438,1828.9000244140625,1490.5,691.5,2.746999979019165,4.710000038146973,104.87000274658203
2023-03-31,-0.11,2933.0,170.5,1969.0,1505.5,692.25,2.2160000801086426,4.585000038146973,102.51000213623047
2023-04-30,0.19,3174.0,189.85000610351562,1990.0999755859375,1444.25,619.75,2.4100000858306885,4.922999858856201,101.66999816894531
2023-05-31,0.46,3007.0,178.64999389648438,1963.9000244140625,1299.75,594.25,2.2660000324249268,5.248000144958496,104.31999969482422
2023-06-30,0.73,3318.0,161.0,1921.0999755859375,1557.25,636.25,2.7980000972747803,5.1529998779296875,102.91000366210938
2023-07-31,1.0,3548.0,164.64999389648438,1970.5,1445.75,665.75,2.634000062942505,5.248000144958496,101.86000061035156
2023-08-31,1.25,3602.0,152.6999969482422,1938.199951171875,1360.0,573.0,2.7679998874664307,5.297999858856201,103.62000274658203
2023-09-30,1.5,3418.0,146.14999389648438,1848.0999755859375,1275.0,541.5,2.928999900817871,5.300000190734863,106.16999816894531
2023-11-30,1.9,4475.0,195.0,2038.0999755859375,1342.75,570.25,2.802000045776367,5.23799991607666,103.5
2023-12-31,1.99,4196.0,188.3000030517578,2062.39990234375,1293.5,628.0,2.5139999389648438,5.179999828338623,101.33000183105469
2024-01-31,1.84,4822.0,194.0500030517578,2048.39990234375,1222.25,595.25,2.0999999046325684,5.188000202178955,103.2699966430664
2024-02-29,1.53,6510.0,195.85000610351562,2045.699951171875,1128.25,577.5,1.8600000143051147,5.2230000495910645,104.16000366210938
2024-03-31,1.18,9766.0,188.85000610351562,2217.39990234375,1191.5,560.25,1.7630000114440918,5.203000068664551,104.55000305175781
2024-04-30,0.77,10133.0,220.64999389648438,2291.39990234375,1145.5,585.0,1.9910000562667847,5.244999885559082,106.22000122070312
2024-05-31,0.43,9331.0,222.35000610351562,2322.89990234375,1205.0,678.5,2.5869998931884766,5.244999885559082,104.66999816894531
2024-06-30,0.18,7729.0,228.9499969482422,2327.699951171875,1150.5,553.5,2.6010000705718994,5.2129998207092285,105.87000274658203
2024-07-31,0.06,8092.0,229.1999969482422,2426.5,1028.5,527.25,2.0360000133514404,5.135000228881836,104.0999984741211
2024-08-31,-0.04,9666.0,248.1999969482422,2493.800048828125,982.0,532.75,2.127000093460083,4.9679999351501465,101.69999694824219
2024-10-31,-0.19,7334.0,245.89999389648438,2738.300048828125,982.5,570.5,2.7070000171661377,4.432000160217285,103.9800033569336
2024-11-30,-0.29,9220.0,321.6499938964844,2657.0,989.5,532.25,3.36299991607666,4.373000144958496,105.73999786376953
2025-01-31,-0.46,10987.0,377.8500061035156,2812.5,1042.0,559.5,3.0439999103546143,4.188000202178955,108.37000274658203
2025-02-28,-0.22,9014.0,379.04998779296875,2836.800048828125,1011.5,537.0,3.8340001106262207,4.192999839782715,107.61000061035156
2025-03-31,-0.08,7902.0,379.75,3122.800048828125,1014.75,537.0,4.11899995803833,4.192999839782715,104.20999908447266
2025-04-30,0.02,9127.0,413.6000061035156,3305.0,1034.75,513.0,3.3259999752044678,4.190000057220459,99.47000122070312
2025-05-31,-0.04,9791.0,342.45001220703125,3288.89990234375,1041.75,534.0,3.447000026702881,4.23199987411499,99.33000183105469
2025-07-31,-0.11,8506.0,295.79998779296875,3293.199951171875,961.75,523.25,3.1059999465942383,4.235000133514404,100.02999877929688
2025-08-31,-0.26,7635.0,396.8500061035156,3473.699951171875,1036.75,518.0,2.996999979019165,4.043000221252441,97.7699966430664
2025-09-30,-0.43,6749.0,374.8500061035156,3840.800048828125,1001.75,508.0,3.302999973297119,3.8450000286102295,97.7699966430664
2025-10-31,-0.57,6151.0,392.04998779296875,3982.199951171875,1099.75,534.0,4.124000072479248,3.7179999351501465,99.80000305175781
2025-11-30,-0.61,5404.0,413.0,4218.2998046875,1137.75,531.0,4.849999904632568,3.697000026702881,99.45999908447266
2025-12-31,-0.6,6065.0,348.75,4325.60009765625,1030.5,507.0,3.686000108718872,3.546999931335449,98.27999877929688
2026-01-31,-0.39,4165.0,332.25,4713.89990234375,1064.25,538.0,4.354000091552734,3.572000026702881,96.98999786376953
2026-04-30,0.46,3494.0,300.8999938964844,4614.7001953125,1182.0,623.75,2.7669999599456787,3.5850000381469727,98.08000183105469
2026-05-31,0.95,3923.0,265.6000061035156,4560.5,1186.75,610.5,3.2899999618530273,3.5880000591278076,98.91000366210938
2026-06-30,1.39,5002.0,311.20001220703125,4022.89990234375,1116.75,580.75,3.2750000953674316,3.7320001125335693,101.19000244140625
2026-07-31,1.8,5397.0,332.1000061035156,4049.10009765625,1172.0,639.25,2.746999979019165,3.681999921798706,99.80000305175781
